task_name,index,model_name,score
nli,736,gpt-3.5-turbo,1
nli,737,gpt-3.5-turbo,0
nli,738,gpt-3.5-turbo,0
nli,739,gpt-3.5-turbo,0
nli,740,gpt-3.5-turbo,1
nli,741,gpt-3.5-turbo,0
nli,742,gpt-3.5-turbo,1
nli,743,gpt-3.5-turbo,1
nli,744,gpt-3.5-turbo,1
nli,745,gpt-3.5-turbo,1
nli,746,gpt-3.5-turbo,0
nli,747,gpt-3.5-turbo,0
nli,748,gpt-3.5-turbo,0
nli,749,gpt-3.5-turbo,0
nli,750,gpt-3.5-turbo,0
nli,751,gpt-3.5-turbo,0
nli,752,gpt-3.5-turbo,0
nli,753,gpt-3.5-turbo,1
nli,754,gpt-3.5-turbo,1
nli,755,gpt-3.5-turbo,0
nli,756,gpt-3.5-turbo,1
nli,757,gpt-3.5-turbo,0
nli,758,gpt-3.5-turbo,1
nli,759,gpt-3.5-turbo,0
nli,760,gpt-3.5-turbo,0
nli,761,gpt-3.5-turbo,1
nli,762,gpt-3.5-turbo,1
nli,763,gpt-3.5-turbo,0
nli,764,gpt-3.5-turbo,1
nli,765,gpt-3.5-turbo,0
nli,766,gpt-3.5-turbo,1
nli,767,gpt-3.5-turbo,0
nli,768,gpt-3.5-turbo,0
nli,769,gpt-3.5-turbo,0
nli,770,gpt-3.5-turbo,1
nli,771,gpt-3.5-turbo,1
nli,772,gpt-3.5-turbo,0
nli,773,gpt-3.5-turbo,1
nli,774,gpt-3.5-turbo,0
nli,775,gpt-3.5-turbo,1
nli,776,gpt-3.5-turbo,0
nli,777,gpt-3.5-turbo,1
nli,778,gpt-3.5-turbo,1
nli,779,gpt-3.5-turbo,1
nli,780,gpt-3.5-turbo,1
nli,781,gpt-3.5-turbo,1
nli,782,gpt-3.5-turbo,1
nli,783,gpt-3.5-turbo,1
nli,784,gpt-3.5-turbo,1
nli,785,gpt-3.5-turbo,0
nli,786,gpt-3.5-turbo,0
nli,787,gpt-3.5-turbo,0
nli,788,gpt-3.5-turbo,1
nli,789,gpt-3.5-turbo,0
nli,790,gpt-3.5-turbo,0
nli,791,gpt-3.5-turbo,0
nli,792,gpt-3.5-turbo,1
nli,793,gpt-3.5-turbo,1
nli,794,gpt-3.5-turbo,1
nli,795,gpt-3.5-turbo,0
nli,796,gpt-3.5-turbo,1
nli,797,gpt-3.5-turbo,0
nli,798,gpt-3.5-turbo,0
nli,799,gpt-3.5-turbo,1
nli,800,gpt-3.5-turbo,0
nli,801,gpt-3.5-turbo,1
nli,802,gpt-3.5-turbo,1
nli,803,gpt-3.5-turbo,1
nli,804,gpt-3.5-turbo,0
nli,805,gpt-3.5-turbo,1
nli,806,gpt-3.5-turbo,0
nli,807,gpt-3.5-turbo,1
nli,808,gpt-3.5-turbo,0
nli,809,gpt-3.5-turbo,0
nli,810,gpt-3.5-turbo,1
nli,811,gpt-3.5-turbo,0
nli,812,gpt-3.5-turbo,0
nli,813,gpt-3.5-turbo,1
nli,814,gpt-3.5-turbo,0
nli,815,gpt-3.5-turbo,1
nli,816,gpt-3.5-turbo,1
nli,817,gpt-3.5-turbo,1
nli,818,gpt-3.5-turbo,1
nli,819,gpt-3.5-turbo,0
nli,820,gpt-3.5-turbo,0
nli,821,gpt-3.5-turbo,1
nli,822,gpt-3.5-turbo,0
nli,823,gpt-3.5-turbo,0
nli,824,gpt-3.5-turbo,1
nli,825,gpt-3.5-turbo,0
nli,826,gpt-3.5-turbo,1
nli,827,gpt-3.5-turbo,1
nli,828,gpt-3.5-turbo,0
nli,829,gpt-3.5-turbo,1
nli,830,gpt-3.5-turbo,0
nli,831,gpt-3.5-turbo,0
nli,832,gpt-3.5-turbo,1
nli,833,gpt-3.5-turbo,0
nli,834,gpt-3.5-turbo,0
nli,835,gpt-3.5-turbo,1
nli,836,gpt-3.5-turbo,0
nli,837,gpt-3.5-turbo,1
nli,838,gpt-3.5-turbo,1
nli,839,gpt-3.5-turbo,0
nli,840,gpt-3.5-turbo,0
nli,841,gpt-3.5-turbo,1
nli,842,gpt-3.5-turbo,0
nli,843,gpt-3.5-turbo,0
nli,844,gpt-3.5-turbo,1
nli,845,gpt-3.5-turbo,0
nli,846,gpt-3.5-turbo,1
nli,847,gpt-3.5-turbo,1
nli,848,gpt-3.5-turbo,1
nli,849,gpt-3.5-turbo,0
nli,850,gpt-3.5-turbo,0
nli,851,gpt-3.5-turbo,1
nli,852,gpt-3.5-turbo,1
nli,853,gpt-3.5-turbo,1
nli,854,gpt-3.5-turbo,1
nli,855,gpt-3.5-turbo,1
nli,856,gpt-3.5-turbo,0
nli,857,gpt-3.5-turbo,1
nli,858,gpt-3.5-turbo,1
nli,859,gpt-3.5-turbo,0
nli,860,gpt-3.5-turbo,1
nli,861,gpt-3.5-turbo,1
nli,862,gpt-3.5-turbo,1
nli,863,gpt-3.5-turbo,1
nli,864,gpt-3.5-turbo,0
nli,865,gpt-3.5-turbo,0
nli,866,gpt-3.5-turbo,0
nli,867,gpt-3.5-turbo,0
nli,868,gpt-3.5-turbo,1
nli,869,gpt-3.5-turbo,0
nli,870,gpt-3.5-turbo,0
nli,871,gpt-3.5-turbo,0
nli,872,gpt-3.5-turbo,0
nli,873,gpt-3.5-turbo,0
nli,874,gpt-3.5-turbo,0
nli,875,gpt-3.5-turbo,0
nli,876,gpt-3.5-turbo,0
nli,877,gpt-3.5-turbo,0
nli,878,gpt-3.5-turbo,0
nli,879,gpt-3.5-turbo,1
nli,880,gpt-3.5-turbo,0
nli,881,gpt-3.5-turbo,1
nli,882,gpt-3.5-turbo,0
nli,883,gpt-3.5-turbo,1
nli,884,gpt-3.5-turbo,0
nli,885,gpt-3.5-turbo,1
nli,886,gpt-3.5-turbo,0
nli,887,gpt-3.5-turbo,1
nli,888,gpt-3.5-turbo,1
nli,889,gpt-3.5-turbo,0
nli,890,gpt-3.5-turbo,1
nli,891,gpt-3.5-turbo,1
nli,892,gpt-3.5-turbo,1
nli,893,gpt-3.5-turbo,0
nli,894,gpt-3.5-turbo,1
nli,895,gpt-3.5-turbo,1
nli,896,gpt-3.5-turbo,0
nli,897,gpt-3.5-turbo,1
nli,898,gpt-3.5-turbo,1
nli,899,gpt-3.5-turbo,1
nli,900,gpt-3.5-turbo,0
nli,901,gpt-3.5-turbo,1
nli,902,gpt-3.5-turbo,0
nli,903,gpt-3.5-turbo,1
nli,904,gpt-3.5-turbo,1
nli,905,gpt-3.5-turbo,1
nli,906,gpt-3.5-turbo,1
nli,907,gpt-3.5-turbo,1
nli,908,gpt-3.5-turbo,0
nli,909,gpt-3.5-turbo,0
nli,910,gpt-3.5-turbo,0
nli,911,gpt-3.5-turbo,1
nli,912,gpt-3.5-turbo,0
nli,913,gpt-3.5-turbo,0
nli,914,gpt-3.5-turbo,0
nli,915,gpt-3.5-turbo,0
nli,916,gpt-3.5-turbo,1
nli,917,gpt-3.5-turbo,0
nli,918,gpt-3.5-turbo,1
nli,919,gpt-3.5-turbo,0
nli,920,gpt-3.5-turbo,1
nli,921,gpt-3.5-turbo,0
nli,922,gpt-3.5-turbo,0
nli,923,gpt-3.5-turbo,1
nli,924,gpt-3.5-turbo,1
nli,925,gpt-3.5-turbo,1
nli,926,gpt-3.5-turbo,0
nli,927,gpt-3.5-turbo,0
nli,928,gpt-3.5-turbo,0
nli,929,gpt-3.5-turbo,0
nli,930,gpt-3.5-turbo,1
nli,931,gpt-3.5-turbo,1
nli,932,gpt-3.5-turbo,1
nli,933,gpt-3.5-turbo,0
nli,934,gpt-3.5-turbo,1
nli,935,gpt-3.5-turbo,1
nli,936,gpt-3.5-turbo,0
nli,937,gpt-3.5-turbo,0
nli,938,gpt-3.5-turbo,1
nli,939,gpt-3.5-turbo,0
nli,940,gpt-3.5-turbo,0
nli,941,gpt-3.5-turbo,1
nli,942,gpt-3.5-turbo,1
nli,943,gpt-3.5-turbo,1
nli,944,gpt-3.5-turbo,0
nli,945,gpt-3.5-turbo,1
nli,946,gpt-3.5-turbo,0
nli,947,gpt-3.5-turbo,0
nli,948,gpt-3.5-turbo,0
nli,949,gpt-3.5-turbo,0
nli,950,gpt-3.5-turbo,1
nli,951,gpt-3.5-turbo,0
nli,952,gpt-3.5-turbo,0
nli,953,gpt-3.5-turbo,1
nli,954,gpt-3.5-turbo,0
nli,955,gpt-3.5-turbo,1
nli,956,gpt-3.5-turbo,0
nli,957,gpt-3.5-turbo,1
nli,958,gpt-3.5-turbo,0
nli,959,gpt-3.5-turbo,0
nli,960,gpt-3.5-turbo,1
nli,961,gpt-3.5-turbo,1
nli,962,gpt-3.5-turbo,0
nli,963,gpt-3.5-turbo,1
nli,964,gpt-3.5-turbo,1
nli,965,gpt-3.5-turbo,0
nli,966,gpt-3.5-turbo,1
nli,967,gpt-3.5-turbo,0
nli,968,gpt-3.5-turbo,0
nli,969,gpt-3.5-turbo,1
nli,970,gpt-3.5-turbo,0
nli,971,gpt-3.5-turbo,0
nli,972,gpt-3.5-turbo,0
nli,973,gpt-3.5-turbo,1
nli,974,gpt-3.5-turbo,0
nli,975,gpt-3.5-turbo,1
nli,976,gpt-3.5-turbo,0
nli,977,gpt-3.5-turbo,0
nli,978,gpt-3.5-turbo,0
nli,979,gpt-3.5-turbo,0
nli,980,gpt-3.5-turbo,0
nli,981,gpt-3.5-turbo,0
nli,982,gpt-3.5-turbo,1
nli,983,gpt-3.5-turbo,1
nli,984,gpt-3.5-turbo,1
nli,985,gpt-3.5-turbo,1
nli,986,gpt-3.5-turbo,1
nli,987,gpt-3.5-turbo,1
nli,988,gpt-3.5-turbo,0
nli,989,gpt-3.5-turbo,1
nli,990,gpt-3.5-turbo,1
nli,991,gpt-3.5-turbo,0
nli,992,gpt-3.5-turbo,0
nli,993,gpt-3.5-turbo,1
nli,994,gpt-3.5-turbo,0
nli,995,gpt-3.5-turbo,0
nli,996,gpt-3.5-turbo,1
nli,997,gpt-3.5-turbo,1
nli,998,gpt-3.5-turbo,0
nli,999,gpt-3.5-turbo,1
nli,1000,gpt-3.5-turbo,1
nli,1001,gpt-3.5-turbo,0
nli,1002,gpt-3.5-turbo,1
nli,1003,gpt-3.5-turbo,0
nli,1004,gpt-3.5-turbo,1
nli,1005,gpt-3.5-turbo,0
nli,1006,gpt-3.5-turbo,1
nli,1007,gpt-3.5-turbo,0
nli,1008,gpt-3.5-turbo,0
nli,1009,gpt-3.5-turbo,1
nli,1010,gpt-3.5-turbo,0
nli,1011,gpt-3.5-turbo,0
nli,1012,gpt-3.5-turbo,1
nli,1013,gpt-3.5-turbo,0
nli,1014,gpt-3.5-turbo,0
nli,1015,gpt-3.5-turbo,1
nli,1016,gpt-3.5-turbo,1
nli,1017,gpt-3.5-turbo,0
nli,1018,gpt-3.5-turbo,1
nli,1019,gpt-3.5-turbo,0
nli,1020,gpt-3.5-turbo,0
nli,1021,gpt-3.5-turbo,1
nli,1022,gpt-3.5-turbo,0
nli,1023,gpt-3.5-turbo,0
nli,1024,gpt-3.5-turbo,1
nli,1025,gpt-3.5-turbo,1
nli,1026,gpt-3.5-turbo,0
nli,1027,gpt-3.5-turbo,1
nli,1028,gpt-3.5-turbo,1
nli,1029,gpt-3.5-turbo,0
nli,1030,gpt-3.5-turbo,0
nli,1031,gpt-3.5-turbo,0
nli,1032,gpt-3.5-turbo,1
nli,1033,gpt-3.5-turbo,1
nli,1034,gpt-3.5-turbo,0
nli,1035,gpt-3.5-turbo,1
nli,1036,gpt-3.5-turbo,0
nli,1037,gpt-3.5-turbo,0
nli,1038,gpt-3.5-turbo,0
nli,1039,gpt-3.5-turbo,1
nli,1040,gpt-3.5-turbo,1
nli,1041,gpt-3.5-turbo,1
nli,1042,gpt-3.5-turbo,1
nli,1043,gpt-3.5-turbo,0
nli,1044,gpt-3.5-turbo,1
nli,1045,gpt-3.5-turbo,0
nli,1046,gpt-3.5-turbo,0
nli,1047,gpt-3.5-turbo,1
nli,1048,gpt-3.5-turbo,0
nli,1049,gpt-3.5-turbo,0
nli,1050,gpt-3.5-turbo,1
nli,1051,gpt-3.5-turbo,0
nli,1052,gpt-3.5-turbo,1
nli,1053,gpt-3.5-turbo,0
nli,1054,gpt-3.5-turbo,1
nli,1055,gpt-3.5-turbo,0
nli,1056,gpt-3.5-turbo,0
nli,1057,gpt-3.5-turbo,0
nli,1058,gpt-3.5-turbo,1
nli,1059,gpt-3.5-turbo,1
nli,1060,gpt-3.5-turbo,0
nli,1061,gpt-3.5-turbo,1
nli,1062,gpt-3.5-turbo,0
nli,1063,gpt-3.5-turbo,0
nli,1064,gpt-3.5-turbo,0
nli,1065,gpt-3.5-turbo,1
nli,1066,gpt-3.5-turbo,0
nli,1067,gpt-3.5-turbo,1
nli,1068,gpt-3.5-turbo,0
nli,1069,gpt-3.5-turbo,1
nli,1070,gpt-3.5-turbo,1
nli,1071,gpt-3.5-turbo,1
nli,1072,gpt-3.5-turbo,1
nli,1073,gpt-3.5-turbo,0
nli,1074,gpt-3.5-turbo,1
nli,1075,gpt-3.5-turbo,0
nli,1076,gpt-3.5-turbo,1
nli,1077,gpt-3.5-turbo,0
nli,1078,gpt-3.5-turbo,0
nli,1079,gpt-3.5-turbo,0
nli,1080,gpt-3.5-turbo,0
nli,1081,gpt-3.5-turbo,1
nli,1082,gpt-3.5-turbo,0
nli,1083,gpt-3.5-turbo,1
nli,1084,gpt-3.5-turbo,0
nli,1085,gpt-3.5-turbo,0
nli,1086,gpt-3.5-turbo,1
nli,1087,gpt-3.5-turbo,1
nli,1088,gpt-3.5-turbo,1
nli,1089,gpt-3.5-turbo,0
nli,1090,gpt-3.5-turbo,1
nli,1091,gpt-3.5-turbo,1
nli,1092,gpt-3.5-turbo,1
nli,1093,gpt-3.5-turbo,0
nli,1094,gpt-3.5-turbo,1
nli,1095,gpt-3.5-turbo,1
nli,1096,gpt-3.5-turbo,0
nli,1097,gpt-3.5-turbo,1
nli,1098,gpt-3.5-turbo,0
nli,1099,gpt-3.5-turbo,1
nli,1100,gpt-3.5-turbo,1
nli,1101,gpt-3.5-turbo,0
nli,1102,gpt-3.5-turbo,1
nli,1103,gpt-3.5-turbo,0
nli,1104,gpt-3.5-turbo,1
nli,1105,gpt-3.5-turbo,1
nli,1106,gpt-3.5-turbo,0
nli,1107,gpt-3.5-turbo,0
nli,1108,gpt-3.5-turbo,1
nli,1109,gpt-3.5-turbo,1
nli,1110,gpt-3.5-turbo,1
nli,1111,gpt-3.5-turbo,1
nli,1112,gpt-3.5-turbo,0
nli,1113,gpt-3.5-turbo,1
nli,1114,gpt-3.5-turbo,0
nli,1115,gpt-3.5-turbo,1
nli,1116,gpt-3.5-turbo,0
nli,1117,gpt-3.5-turbo,0
nli,1118,gpt-3.5-turbo,0
nli,1119,gpt-3.5-turbo,1
nli,1120,gpt-3.5-turbo,1
nli,1121,gpt-3.5-turbo,0
nli,1122,gpt-3.5-turbo,1
nli,1123,gpt-3.5-turbo,0
nli,1124,gpt-3.5-turbo,0
nli,1125,gpt-3.5-turbo,0
nli,1126,gpt-3.5-turbo,1
nli,1127,gpt-3.5-turbo,0
nli,1128,gpt-3.5-turbo,0
nli,1129,gpt-3.5-turbo,1
nli,1130,gpt-3.5-turbo,0
nli,1131,gpt-3.5-turbo,0
nli,1132,gpt-3.5-turbo,0
nli,1133,gpt-3.5-turbo,1
nli,1134,gpt-3.5-turbo,1
nli,1135,gpt-3.5-turbo,0
nli,1136,gpt-3.5-turbo,1
nli,1137,gpt-3.5-turbo,1
nli,1138,gpt-3.5-turbo,1
nli,1139,gpt-3.5-turbo,0
nli,1140,gpt-3.5-turbo,1
nli,1141,gpt-3.5-turbo,0
nli,1142,gpt-3.5-turbo,0
nli,1143,gpt-3.5-turbo,1
nli,1144,gpt-3.5-turbo,1
nli,1145,gpt-3.5-turbo,1
nli,1146,gpt-3.5-turbo,0
nli,1147,gpt-3.5-turbo,1
nli,1148,gpt-3.5-turbo,1
nli,1149,gpt-3.5-turbo,1
nli,1150,gpt-3.5-turbo,0
nli,1151,gpt-3.5-turbo,0
nli,1152,gpt-3.5-turbo,1
nli,1153,gpt-3.5-turbo,1
nli,1154,gpt-3.5-turbo,0
nli,1155,gpt-3.5-turbo,1
nli,1156,gpt-3.5-turbo,1
nli,1157,gpt-3.5-turbo,0
nli,1158,gpt-3.5-turbo,1
nli,1159,gpt-3.5-turbo,0
nli,1160,gpt-3.5-turbo,1
nli,1161,gpt-3.5-turbo,1
nli,1162,gpt-3.5-turbo,0
nli,1163,gpt-3.5-turbo,1
nli,1164,gpt-3.5-turbo,0
nli,1165,gpt-3.5-turbo,0
nli,1166,gpt-3.5-turbo,1
nli,1167,gpt-3.5-turbo,1
nli,1168,gpt-3.5-turbo,0
nli,1169,gpt-3.5-turbo,0
nli,1170,gpt-3.5-turbo,0
nli,1171,gpt-3.5-turbo,1
nli,1172,gpt-3.5-turbo,0
nli,1173,gpt-3.5-turbo,1
nli,1174,gpt-3.5-turbo,1
nli,1175,gpt-3.5-turbo,0
nli,1176,gpt-3.5-turbo,1
nli,1177,gpt-3.5-turbo,0
nli,1178,gpt-3.5-turbo,1
nli,1179,gpt-3.5-turbo,0
nli,1180,gpt-3.5-turbo,1
nli,1181,gpt-3.5-turbo,1
nli,1182,gpt-3.5-turbo,0
nli,1183,gpt-3.5-turbo,0
nli,1184,gpt-3.5-turbo,0
nli,1185,gpt-3.5-turbo,1
nli,1186,gpt-3.5-turbo,0
nli,1187,gpt-3.5-turbo,0
nli,1188,gpt-3.5-turbo,0
nli,1189,gpt-3.5-turbo,0
nli,1190,gpt-3.5-turbo,0
nli,1191,gpt-3.5-turbo,1
nli,1192,gpt-3.5-turbo,1
nli,1193,gpt-3.5-turbo,0
nli,1194,gpt-3.5-turbo,1
nli,1195,gpt-3.5-turbo,1
nli,1196,gpt-3.5-turbo,1
nli,1197,gpt-3.5-turbo,1
nli,1198,gpt-3.5-turbo,1
nli,1199,gpt-3.5-turbo,1
nli,1200,gpt-3.5-turbo,0
nli,1201,gpt-3.5-turbo,0
nli,1202,gpt-3.5-turbo,0
nli,1203,gpt-3.5-turbo,1
nli,1204,gpt-3.5-turbo,1
nli,1205,gpt-3.5-turbo,1
nli,1206,gpt-3.5-turbo,1
nli,1207,gpt-3.5-turbo,1
nli,1208,gpt-3.5-turbo,1
nli,1209,gpt-3.5-turbo,1
nli,1210,gpt-3.5-turbo,1
nli,1211,gpt-3.5-turbo,0
nli,1212,gpt-3.5-turbo,1
nli,1213,gpt-3.5-turbo,1
nli,1214,gpt-3.5-turbo,1
nli,1215,gpt-3.5-turbo,0
nli,1216,gpt-3.5-turbo,1
nli,1217,gpt-3.5-turbo,1
nli,1218,gpt-3.5-turbo,0
nli,1219,gpt-3.5-turbo,0
nli,1220,gpt-3.5-turbo,0
nli,1221,gpt-3.5-turbo,0
nli,1222,gpt-3.5-turbo,1
nli,1223,gpt-3.5-turbo,0
nli,1224,gpt-3.5-turbo,0
nli,1225,gpt-3.5-turbo,1
nli,1226,gpt-3.5-turbo,0
nli,1227,gpt-3.5-turbo,0
nli,1228,gpt-3.5-turbo,1
nli,1229,gpt-3.5-turbo,1
nli,1230,gpt-3.5-turbo,1
nli,1231,gpt-3.5-turbo,0
nli,1232,gpt-3.5-turbo,1
nli,1233,gpt-3.5-turbo,1
nli,1234,gpt-3.5-turbo,0
nli,1235,gpt-3.5-turbo,1
nli,1236,gpt-3.5-turbo,1
nli,1237,gpt-3.5-turbo,1
nli,1238,gpt-3.5-turbo,1
nli,1239,gpt-3.5-turbo,1
nli,1240,gpt-3.5-turbo,0
nli,1241,gpt-3.5-turbo,1
nli,1242,gpt-3.5-turbo,1
nli,1243,gpt-3.5-turbo,0
nli,1244,gpt-3.5-turbo,0
nli,1245,gpt-3.5-turbo,1
nli,1246,gpt-3.5-turbo,1
nli,1247,gpt-3.5-turbo,0
nli,1248,gpt-3.5-turbo,0
nli,1249,gpt-3.5-turbo,1
nli,1250,gpt-3.5-turbo,0
nli,1251,gpt-3.5-turbo,1
nli,1252,gpt-3.5-turbo,1
nli,1253,gpt-3.5-turbo,1
nli,1254,gpt-3.5-turbo,0
nli,1255,gpt-3.5-turbo,1
nli,1256,gpt-3.5-turbo,0
nli,1257,gpt-3.5-turbo,0
nli,1258,gpt-3.5-turbo,1
nli,1259,gpt-3.5-turbo,0
nli,1260,gpt-3.5-turbo,1
nli,1261,gpt-3.5-turbo,0
nli,1262,gpt-3.5-turbo,1
nli,1263,gpt-3.5-turbo,0
nli,1264,gpt-3.5-turbo,0
nli,1265,gpt-3.5-turbo,0
nli,1266,gpt-3.5-turbo,0
nli,1267,gpt-3.5-turbo,1
nli,1268,gpt-3.5-turbo,0
nli,1269,gpt-3.5-turbo,1
nli,1270,gpt-3.5-turbo,0
nli,1271,gpt-3.5-turbo,0
nli,1272,gpt-3.5-turbo,1
nli,1273,gpt-3.5-turbo,0
nli,1274,gpt-3.5-turbo,1
nli,1275,gpt-3.5-turbo,0
nli,1276,gpt-3.5-turbo,0
nli,1277,gpt-3.5-turbo,1
nli,1278,gpt-3.5-turbo,1
nli,1279,gpt-3.5-turbo,1
nli,1280,gpt-3.5-turbo,0
nli,1281,gpt-3.5-turbo,0
nli,1282,gpt-3.5-turbo,0
nli,1283,gpt-3.5-turbo,0
nli,1284,gpt-3.5-turbo,1
nli,1285,gpt-3.5-turbo,1
nli,1286,gpt-3.5-turbo,1
nli,1287,gpt-3.5-turbo,1
nli,1288,gpt-3.5-turbo,1
nli,1289,gpt-3.5-turbo,1
nli,1290,gpt-3.5-turbo,0
nli,1291,gpt-3.5-turbo,1
nli,1292,gpt-3.5-turbo,0
nli,1293,gpt-3.5-turbo,0
nli,1294,gpt-3.5-turbo,1
nli,1295,gpt-3.5-turbo,1
nli,1296,gpt-3.5-turbo,0
nli,1297,gpt-3.5-turbo,0
nli,1298,gpt-3.5-turbo,1
nli,1299,gpt-3.5-turbo,1
nli,1300,gpt-3.5-turbo,1
nli,1301,gpt-3.5-turbo,0
nli,1302,gpt-3.5-turbo,1
nli,1303,gpt-3.5-turbo,0
nli,1304,gpt-3.5-turbo,0
nli,1305,gpt-3.5-turbo,0
nli,1306,gpt-3.5-turbo,0
nli,1307,gpt-3.5-turbo,1
nli,1308,gpt-3.5-turbo,0
nli,1309,gpt-3.5-turbo,1
nli,1310,gpt-3.5-turbo,1
nli,1311,gpt-3.5-turbo,0
nli,1312,gpt-3.5-turbo,0
nli,1313,gpt-3.5-turbo,1
nli,1314,gpt-3.5-turbo,1
nli,1315,gpt-3.5-turbo,0
nli,1316,gpt-3.5-turbo,0
nli,1317,gpt-3.5-turbo,1
nli,1318,gpt-3.5-turbo,1
nli,1319,gpt-3.5-turbo,1
nli,1320,gpt-3.5-turbo,1
nli,1321,gpt-3.5-turbo,1
nli,1322,gpt-3.5-turbo,0
nli,1323,gpt-3.5-turbo,1
nli,1324,gpt-3.5-turbo,1
nli,1325,gpt-3.5-turbo,1
nli,1326,gpt-3.5-turbo,0
nli,1327,gpt-3.5-turbo,0
nli,1328,gpt-3.5-turbo,1
nli,1329,gpt-3.5-turbo,0
nli,1330,gpt-3.5-turbo,1
nli,1331,gpt-3.5-turbo,1
nli,1332,gpt-3.5-turbo,0
nli,1333,gpt-3.5-turbo,1
nli,1334,gpt-3.5-turbo,0
nli,1335,gpt-3.5-turbo,1
nli,1336,gpt-3.5-turbo,1
nli,1337,gpt-3.5-turbo,1
nli,1338,gpt-3.5-turbo,1
nli,1339,gpt-3.5-turbo,1
nli,1340,gpt-3.5-turbo,0
nli,1341,gpt-3.5-turbo,0
nli,1342,gpt-3.5-turbo,0
nli,1343,gpt-3.5-turbo,0
nli,1344,gpt-3.5-turbo,0
nli,1345,gpt-3.5-turbo,0
nli,1346,gpt-3.5-turbo,0
nli,1347,gpt-3.5-turbo,0
nli,1348,gpt-3.5-turbo,1
nli,1349,gpt-3.5-turbo,0
nli,1350,gpt-3.5-turbo,1
nli,1351,gpt-3.5-turbo,1
nli,1352,gpt-3.5-turbo,1
nli,1353,gpt-3.5-turbo,0
nli,1354,gpt-3.5-turbo,1
nli,1355,gpt-3.5-turbo,0
nli,1356,gpt-3.5-turbo,1
nli,1357,gpt-3.5-turbo,0
nli,1358,gpt-3.5-turbo,1
nli,1359,gpt-3.5-turbo,1
nli,1360,gpt-3.5-turbo,0
nli,1361,gpt-3.5-turbo,1
nli,1362,gpt-3.5-turbo,0
nli,1363,gpt-3.5-turbo,0
nli,1364,gpt-3.5-turbo,0
nli,1365,gpt-3.5-turbo,0
nli,1366,gpt-3.5-turbo,1
nli,1367,gpt-3.5-turbo,1
nli,1368,gpt-3.5-turbo,0
nli,1369,gpt-3.5-turbo,0
nli,1370,gpt-3.5-turbo,0
nli,1371,gpt-3.5-turbo,1
nli,1372,gpt-3.5-turbo,1
nli,1373,gpt-3.5-turbo,0
nli,1374,gpt-3.5-turbo,0
nli,1375,gpt-3.5-turbo,0
nli,1376,gpt-3.5-turbo,1
nli,1377,gpt-3.5-turbo,0
nli,1378,gpt-3.5-turbo,1
nli,1379,gpt-3.5-turbo,1
nli,1380,gpt-3.5-turbo,0
nli,1381,gpt-3.5-turbo,1
nli,1382,gpt-3.5-turbo,1
nli,1383,gpt-3.5-turbo,0
nli,1384,gpt-3.5-turbo,1
nli,1385,gpt-3.5-turbo,0
nli,1386,gpt-3.5-turbo,1
nli,1387,gpt-3.5-turbo,0
nli,1388,gpt-3.5-turbo,0
nli,1389,gpt-3.5-turbo,1
nli,1390,gpt-3.5-turbo,0
nli,1391,gpt-3.5-turbo,1
nli,1392,gpt-3.5-turbo,0
nli,1393,gpt-3.5-turbo,0
nli,1394,gpt-3.5-turbo,0
nli,1395,gpt-3.5-turbo,1
nli,1396,gpt-3.5-turbo,0
nli,1397,gpt-3.5-turbo,0
nli,1398,gpt-3.5-turbo,1
nli,1399,gpt-3.5-turbo,0
nli,1400,gpt-3.5-turbo,1
nli,1401,gpt-3.5-turbo,0
nli,1402,gpt-3.5-turbo,1
nli,1403,gpt-3.5-turbo,0
nli,1404,gpt-3.5-turbo,1
nli,1405,gpt-3.5-turbo,0
nli,1406,gpt-3.5-turbo,1
nli,1407,gpt-3.5-turbo,0
nli,1408,gpt-3.5-turbo,1
nli,1409,gpt-3.5-turbo,0
nli,1410,gpt-3.5-turbo,1
nli,1411,gpt-3.5-turbo,0
nli,1412,gpt-3.5-turbo,1
nli,1413,gpt-3.5-turbo,1
nli,1414,gpt-3.5-turbo,1
nli,1415,gpt-3.5-turbo,1
nli,1416,gpt-3.5-turbo,0
nli,1417,gpt-3.5-turbo,1
nli,1418,gpt-3.5-turbo,1
nli,1419,gpt-3.5-turbo,1
nli,1420,gpt-3.5-turbo,1
nli,1421,gpt-3.5-turbo,1
nli,1422,gpt-3.5-turbo,1
nli,1423,gpt-3.5-turbo,1
nli,1424,gpt-3.5-turbo,0
nli,1425,gpt-3.5-turbo,1
nli,1426,gpt-3.5-turbo,1
nli,1427,gpt-3.5-turbo,0
nli,1428,gpt-3.5-turbo,1
nli,1429,gpt-3.5-turbo,1
nli,1430,gpt-3.5-turbo,0
nli,1431,gpt-3.5-turbo,0
nli,1432,gpt-3.5-turbo,1
nli,1433,gpt-3.5-turbo,0
nli,1434,gpt-3.5-turbo,1
nli,1435,gpt-3.5-turbo,1
nli,1436,gpt-3.5-turbo,0
nli,1437,gpt-3.5-turbo,1
nli,1438,gpt-3.5-turbo,1
nli,1439,gpt-3.5-turbo,1
nli,1440,gpt-3.5-turbo,0
nli,1441,gpt-3.5-turbo,1
nli,1442,gpt-3.5-turbo,0
nli,1443,gpt-3.5-turbo,1
nli,1444,gpt-3.5-turbo,1
nli,1445,gpt-3.5-turbo,0
nli,1446,gpt-3.5-turbo,0
nli,1447,gpt-3.5-turbo,1
